Date,SPX,ΔVIX,ΔTNX,SPY_Vol_Change,GLD_USO_Ratio,ΔDXY,Target
2015-04-01,2059.68994140625,-0.01177242025015457,-0.03412615523293028,0.08310332124570174,-0.025743336427624497,0.035681257888962925,1
2015-04-02,2066.9599609375,-0.029119761110574238,0.01927195544074256,-0.36708942809948175,-0.0016323380974310187,-0.013845254734821122,1
2015-04-06,2080.6201171875,0.004771621980925289,0.0,0.31607612809533614,-0.03555194480846324,0.0,0
2015-04-07,2076.330078125,0.0027137016603897557,-0.005777330325552832,-0.2896950376066074,-0.03785963154944949,0.010611475636541856,1
2015-04-08,2081.89990234375,-0.054127212800296864,0.001056510429868096,0.09990115256357068,0.04897293270457714,-0.009153648702548312,1
2015-04-13,2092.429931640625,0.10810808147259454,-0.006150673944930518,0.023564791833109,-0.011987094107676954,0.0,1
2015-04-14,2095.840087890625,-0.019368688107373022,-0.01805052420425035,0.008910938973569538,-0.022979329733702314,-0.016929721318137636,1
2015-04-15,2106.6298828125,-0.06071689239749256,-0.0021008758501644964,0.32529204433028536,-0.0368945368984398,-0.03446337687464851,0
2015-04-16,2104.989990234375,-0.018691570737231822,-0.011578923922826445,-0.3073908889141188,-0.014960021749116037,0.014699809520852591,0
2015-04-17,2081.179931640625,0.10238094625379324,-0.014909476478255468,1.7723721946358086,0.010020544274390586,-0.015177239799507247,1
2015-04-20,2100.39990234375,-0.04247661180739404,0.024324300813361788,-0.5176183539389221,-0.010107084809821143,0.026260421230452913,1
2015-04-23,2112.929931640625,-0.01809602637453467,-0.012677472678433888,0.31075735389946413,-0.013098907232345858,0.04057833371366981,1
2015-04-24,2117.68994140625,-0.015224325909650949,-0.015408305587223614,-0.4021849006539885,-0.009530262515643706,0.03967005410824087,0
2015-04-27,2108.919921875,0.06753457496194426,0.0036515228379994102,0.29400724635317976,0.028007441931217514,0.08058849618486219,1
2015-04-28,2114.760009765625,-0.054115857038112836,0.02546778802705041,0.09457635704483858,0.004553751146439522,0.030744485472954386,0
2015-04-29,2106.85009765625,0.07896861466239313,0.031424244643315946,0.44692419715991183,-0.03271168319595652,-0.016537434531224915,1
2015-05-04,2114.489990234375,0.011811068854911122,0.008502544445297966,-0.3140482999467117,0.014990612869287379,-0.029360945711816022,0
2015-05-05,2089.4599609375,0.11361867663851255,0.0192038070142857,0.5977819510709572,-0.020381655343798766,-0.053740906479932904,0
2015-05-06,2080.14990234375,0.05870015194144029,0.029411713144773755,0.19178265926149463,-0.0034046701738439378,0.04406938244961456,1
2015-05-07,2088.0,-0.0013200993130648708,-0.024999997339078317,-0.34662543073385055,0.022221050024761047,0.03150571372591848,1
2015-05-08,2116.10009765625,-0.15003307604717442,-0.015567728779218304,0.766417096058809,-0.005976702190198968,-0.005760738539553167,0
2015-05-11,2105.330078125,0.076982951105947,0.05767433886530937,-0.514309652527982,-0.001905510502030472,-0.06376209573403424,1
2015-07-17,2126.639892578125,-0.013212209079121462,-0.0012755191255390264,-0.16547388391622686,-0.006617234957973173,0.0,0
2015-07-28,2093.25,-0.13846158642740525,0.009874360467287513,-0.06660793843508406,-0.011111791369096014,0.0,0
2015-08-13,2083.389892578125,-0.00881703810331902,0.027699424258339267,-0.480703122231279,0.016375239231166905,-0.0028215941395060007,1
2015-08-14,2091.5400390625,-0.04892511924463905,0.0031979023520662953,-0.185681217856132,0.007053720784336415,-0.03565731933951455,1
2015-08-17,2102.43994140625,0.014809083023184844,-0.020947177475916012,0.08636354268992186,0.00983873317979822,-0.0058574334141870965,0
2015-08-18,2096.919921875,0.059139744778596626,0.02139534966245482,-0.09333068597719063,-0.011572421442251901,-0.011794996963243043,0
2015-08-19,2079.610107421875,0.10587382466901651,-0.030510085452862823,1.4123237093874272,0.060230090480879905,-0.004839431480736511,0
2015-08-20,2035.72998046875,0.2550819271900615,-0.021136608249820554,0.1236333884565124,0.02197715206849571,-0.047941408892997917,0
2015-08-21,1970.8900146484375,0.4644723918750533,-0.014395493385715219,0.7835241362665886,0.016895839389942102,0.007478072588147366,0
2015-08-24,1893.2099609375,0.45344276419788976,-0.027750693549697614,0.4635347104707743,0.053528431449732405,-0.09176460823873744,0
2015-08-25,1867.6099853515625,-0.11585667712914927,0.06810211287573753,-0.27089747484594706,-0.031014186634423346,0.08426369591479466,1
2015-08-26,1940.510009765625,-0.15824543838146699,0.018284123870361935,-0.08267540141755836,-0.016739394783258033,-0.026960135473612645,1
2015-08-27,1987.6600341796875,-0.13918203680176378,-0.001841596974235471,-0.191928537952054,-0.08407760311805401,-0.013454647873562653,1
2015-08-28,1988.8699951171875,-0.0019157526313554607,0.008302641156611612,-0.41485329420060046,-0.054058834248363885,0.030163122440792556,0
2015-08-31,1972.1800537109375,0.09136280759383975,0.006404363343352593,0.017980929392872547,-0.06252819181374514,-0.01244155224095389,0
2015-09-01,1913.8499755859375,0.10446708693189133,-0.012727325336991058,0.5676808402756175,0.07667032097242421,-0.0020304489705053053,1
2015-09-02,1948.8599853515625,-0.1691082653010212,0.009668576210742685,-0.37394902507964833,-0.023768066238970875,0.015062984234809562,1
2015-09-03,1951.1300048828125,-0.01839783593058797,-0.01139995188141385,-0.05104845407074221,-0.023361287128622954,0.046884830376139996,0
2015-09-04,1921.219970703125,0.08551341563903692,-0.018450167052465605,0.36158850348285654,0.013939902105045032,0.007277715125635131,1
2015-09-08,1969.4100341796875,-0.10431653590350631,0.03101503011771123,-0.4397086164351147,0.004274837310169977,0.06538115033102354,0
2015-09-09,1942.0400390625,0.053413652372760856,-0.005925255884315028,0.2871949921439818,0.021765977251603896,0.008555115807327374,1
2015-09-10,1952.2900390625,-0.07091112220600326,0.01879866551185061,0.06202572922113969,-0.02584194825641084,-0.026523885337683017,1
2015-09-11,1961.050048828125,-0.04800984965131205,-0.017551664246535537,-0.24537942174286664,0.017005152669421708,0.009447082999152423,0
2015-09-14,1953.030029296875,0.04525858631599067,-0.0013742651673200879,-0.33619180023259854,0.01864342502978511,0.02051747306223284,1
2015-09-15,1978.0899658203125,-0.0705154261638209,0.04633019681671824,0.4323893671650807,-0.01532950239694153,0.053971030709103474,1
2015-09-16,1995.31005859375,-0.05279505260524853,0.009644925629810341,-0.12498967543068829,-0.03880267099259971,-0.00937640572857279,0
2015-09-17,1990.199951171875,-0.00983611185335409,-0.03734258213846253,1.7720643171027581,0.01887402325620391,0.00946515486083177,0
2015-09-18,1958.030029296875,0.05392626915378673,-0.03924217090170612,-0.18978353654781477,0.04941088701377416,0.04852548880124696,1
2015-09-21,1966.969970703125,-0.09605032455316631,0.039436557603044875,-0.5272852464147189,-0.03462008613007628,-0.03734683989090459,0
2015-09-22,1942.739990234375,0.11420065611279684,-0.040198729532642474,0.45556068410668304,0.0018353632771610506,0.023543106802438096,0
2015-09-23,1938.760009765625,-0.013814677625364591,0.008941201602711502,-0.39703647194213565,0.03736288016408662,-0.035307485063894806,0
2015-09-24,1932.239990234375,0.06055129703590434,-0.011194107858605307,0.7176179483697702,0.010479052397763144,-0.006717059119752178,0
2015-09-25,1931.3399658203125,0.006391202823493591,0.022641556540519137,-0.027130333519891026,-0.014931582530663734,-0.015215555936532787,0
2015-09-28,1881.77001953125,0.16977130309294908,-0.03367156586791675,0.1513084406287326,0.010686447269510735,-0.036723728545775214,1
2015-09-29,1884.0899658203125,-0.02895400873542231,-0.01957046645939997,-0.10906759565954627,-0.0197369677518896,-0.02352268861880835,1
2015-09-30,1920.030029296875,-0.08684308350099357,0.0029211500737078566,0.02770526188715694,-0.015091292994705796,0.012764818068225603,1
2015-10-01,1923.8199462890625,-0.07959186787507977,-0.008737809692433096,-0.19805814551060863,0.005633873673949852,-0.060891966436694256,1
2015-10-02,1951.3599853515625,-0.07139684068622598,-0.0259549907300477,0.6097414536272019,0.008038533638181411,-0.019189614265286092,1
2015-10-05,1987.050048828125,-0.06685766871176824,0.033685285431935386,-0.4013325857936819,-0.01732089690339822,0.07276797612834462,0
2015-10-06,1979.9200439453125,-0.007164856214813109,-0.010213963280987559,-0.12702816954927454,-0.037463916448274515,0.011667888120833414,1
2015-10-07,1995.8299560546875,-0.051546392766154026,0.013267788339140996,0.12725335412992123,0.009446103651603144,0.06201059473434323,1
2015-10-08,2013.4300537109375,-0.05326084579096346,0.022308439867239516,0.2312647768876004,-0.03425704911010363,-0.028519960302275438,1
2015-10-09,2014.8900146484375,-0.019517804311067755,-0.004269479493118511,-0.30045369252400445,0.019027824312726427,-0.009431403326718546,1
2015-10-12,2017.4599609375,-0.05327867982886125,-0.0042877861079774204,-0.4732789635114487,0.04856020146984008,0.010934454821200701,0
2015-10-13,2003.68994140625,0.09276437804097948,-0.01674633916242063,0.5610916454475172,0.021623472944334754,-0.01744886320695338,0
2015-10-14,1994.239990234375,0.02037354888495657,-0.036009789663771774,0.12571176085062596,0.018108527873241576,-0.008162615547272045,1
2015-10-15,2023.8599853515625,-0.10981704793009306,0.021201441920943642,0.3535197596114068,-0.009832333776302105,0.04475147818285441,1
2015-10-16,2033.1099853515625,-0.062305239492885245,0.0,-0.14583106583908723,-0.01293307539804145,0.0006814240919144066,1
2015-10-19,2033.6600341796875,-0.004651205821354698,0.002471633433615228,-0.3321362086435603,0.022010030152869398,-0.010956694113291032,0
2015-10-20,2030.77001953125,0.051401901287956964,0.021203146137531048,0.025150312516743156,0.013170135846173991,0.020090698628251413,0
2015-10-21,2018.93994140625,0.06031750875806052,-0.019797260178089804,0.3007004595371485,0.011734791952272783,-0.005777590508396657,1
2015-10-22,2052.510009765625,-0.1347305898732356,-0.0024629931491653156,0.7141819714224114,-0.005869473866094377,0.007857995363070858,1
2015-10-23,2075.14990234375,0.0006920573711997058,0.02864189954960672,-0.17419875285644126,0.015088713960766942,0.0006735106930177981,0
2015-10-26,2071.179931640625,0.05739971794719434,-0.012001851950413922,-0.5220721353786253,0.017918737983981803,0.0054152704289534,0
2015-10-27,2065.889892578125,0.009156333791500382,-0.0145772449517938,0.12852983355786374,0.016022635940983188,0.03737812872736557,1
2015-10-28,2090.35009765625,-0.07128971871120093,0.03155812998490837,0.7445004094688714,-0.0668054374509488,0.0,0
2015-10-29,2089.409912109375,0.019539409243679584,0.038718971964619264,-0.3339143691959263,-0.0055066083669333965,-0.004546663321446043,0
2015-10-30,2079.360107421875,0.03148528740291501,-0.010124285964914437,0.44795554843662844,-0.01593535490227671,-0.04433881199101275,1
2015-11-02,2104.050048828125,-0.06104844690938638,0.016736407702637957,-0.34183063529882074,-0.0024545434413785205,0.05458773682231133,1
2015-11-03,2109.7900390625,0.02756186246196246,0.015089159498756333,0.10403635992711324,-0.048997929730216105,-0.007446117458942636,0
2015-11-04,2102.31005859375,0.06671253573409142,0.004504500150622537,0.010272336610107846,0.019241771457167323,-0.009122190533965346,0
2015-11-05,2099.929931640625,-0.02965828699927331,0.00672639746964121,-0.18514827304896364,0.022358865480520906,-0.0164501152767349,0
2015-11-06,2099.199951171875,-0.04784054869793675,0.03919824659852611,0.4089189082333975,0.0027345869033741366,-0.0013400540818302442,0
2015-11-09,2078.580078125,0.1528262767423123,0.003857721026955696,0.18590496191325356,0.013565957495867531,-0.012722195206463671,1
2015-11-10,2081.719970703125,-0.07445523376681251,-0.008539701477950912,-0.4208430432482728,-0.0028155351719877375,-0.016626321478765083,0
2015-11-11,2075.0,0.05035967992219903,0.006890625426756003,-0.10581406689458661,0.020542426166570538,-0.011721883409340328,0
2015-11-12,2045.969970703125,0.14383570673148016,-0.008126626571964168,0.7880965716475548,0.030910103154667024,-0.010125974937477134,0
2015-11-13,2023.0400390625,0.09308650007356323,-0.016817608553706065,0.26593452428055175,0.019350697094028924,-0.008816736595690822,1
2015-11-16,2053.18994140625,-0.09561753404327611,-0.0030701620922192197,-0.2339665223526164,-0.023232498292940162,0.00035361652701348945,0
2015-11-17,2050.43994140625,0.03744495104016665,-0.005279403393431692,0.02956771716993134,0.015612530750243492,0.05761611094847474,1
2015-11-18,2083.580078125,-0.10562631395970634,0.003538317431203586,0.001806417736578414,-0.0021883664596645813,0.017483802220623623,0
2015-11-19,2081.239990234375,0.008308568930502691,-0.009255243002010305,-0.27296289428683274,0.01805296411983326,0.059166110522812954,1
2015-11-20,2089.169921875,-0.08946436283496895,0.006227837173254924,0.06564233936556696,-0.0022288087510048404,-0.018103384278862156,0
2015-11-23,2086.590087890625,0.00969616134073159,-0.0053050766923607995,-0.30932705041404507,-0.014907962014278908,-0.054019119125447324,1
2015-11-24,2089.139892578125,0.01984637784173726,-0.0031110975477430802,0.5227563944605982,-0.016022514580478098,-0.01175874820243683,0
2015-11-25,2088.8701171875,-0.04645327750257788,-0.0049041096006897655,-0.47428151270703034,-0.009866396083580309,0.010536748497073756,1
2015-11-27,2090.110107421875,-0.004608274967605519,-0.0031362937043291073,-0.2820752557228632,0.01549283980856897,-0.008065927641979886,0
2015-11-30,2080.409912109375,0.0667988943685216,-0.0031460538348103695,2.0232945136101272,0.014402350801917319,-0.05730861583290314,1
2015-12-01,2102.6298828125,-0.09051451707597413,-0.02840395202992252,-0.13263554231550923,0.0019823699010543816,0.03128487466928909,0
2015-12-02,2079.510009765625,0.08452622799381904,0.010672854855081848,0.10814503404919762,0.0215293047691707,-0.0003467731720574463,0
2015-12-03,2049.6201171875,0.13827786197605163,0.06978877514807014,0.5328495693061592,-0.012324200478391112,0.02896935750864915,1
2015-12-04,2091.68994140625,-0.18221977247469578,-0.023605077313110567,0.1605644665457857,0.047641267146253385,-0.01797915647891657,0
2015-12-07,2077.070068359375,0.06954758297014618,-0.021978104896205664,-0.4711262381819039,0.049342205488895674,0.005180410566203886,0
2015-12-08,2063.590087890625,0.11111112449038019,0.005842702023054036,0.013185712423464002,0.005086097218859775,-0.029194094504726098,0
2015-12-09,2047.6199951171875,0.11420455598387824,-0.013404813456098008,0.5710334673471835,0.008415686012104517,-0.07467378743476616,1
2015-12-10,2052.22998046875,-0.01376850838144017,0.014039917620332076,-0.2849271712391819,0.015819221532649586,0.01950392509979748,0
2015-12-11,2012.3699951171875,0.2611168147475327,-0.044662858145635975,0.8184388209997684,0.032709003140036774,0.015379209245209191,1
2015-12-14,2021.93994140625,-0.06806067605383559,0.04020568869643992,-0.1363245258751935,-0.020763147990320308,-0.03730373733602199,1
2015-12-15,2043.4100341796875,-0.07831055060029035,0.0193258358098507,-0.15525163225963512,-0.023649330693549797,-0.033385359563434025,1
2015-12-16,2073.070068359375,-0.14749403532500582,0.00837744900727766,0.2787532387959728,0.049874504377557694,0.10202470705978461,0
2015-12-17,2041.8900146484375,0.06047031840973682,-0.02142545958127362,-0.12143368338772798,0.0008699321140179794,0.0677171786003643,0
2015-12-18,2005.550048828125,0.09292503586349055,-0.017426289452523558,0.45236506492193485,0.0229430727829687,0.02058177816349871,1
2015-12-21,2021.1500244140625,-0.09661835392686213,-0.0009094384488631535,-0.6058199595454934,0.010878092908588544,0.012229460530015723,1
2015-12-22,2038.969970703125,-0.11229948105839693,0.01911700264116134,0.12040954928790049,-0.015395246416430641,-0.03787841620728116,1
2015-12-23,2064.2900390625,-0.062048232709396745,0.011165634673109492,-0.00035126843934130125,-0.0463133428980369,-0.0013599984571288637,0
2015-12-24,2060.989990234375,0.010918437997815555,-0.009275578186131672,-0.5626558738304958,0.0036675504280199167,0.0,0
2015-12-28,2056.5,0.07433291571203293,-0.008025022576952923,0.35765230863047903,0.026026338560823925,-0.03433413413146902,1
2015-12-29,2078.360107421875,-0.04908337854497835,0.03685394187901281,0.4057790679500273,-0.029971675129753184,0.015131774260075392,0
2015-12-30,2063.360107421875,0.07524881825636309,-0.0017338312254766564,-0.3165239468181912,0.022329612935054755,-0.003123292328060967,0
2015-12-31,2043.93994140625,0.053209839226735056,-0.01476331753607496,0.8143094269059046,-0.005971709921171686,0.020527454307735837,0
2016-01-04,2012.6600341796875,0.13673815506064346,-0.010577420573726126,0.9355637594350175,0.015941435985406427,0.0027415434452162657,1
2016-01-05,2016.7099609375,-0.06570051015584788,0.0013363123090261997,-0.5014883957302223,0.032921895909853616,0.000696292873244575,0
2016-01-06,1990.260009765625,0.06463288470205808,-0.03158356926839534,0.37229015443074975,0.06962796628056345,0.0,0
2016-01-07,1943.0899658203125,0.21369594880635545,-0.011024312780637424,0.4031454330541979,0.03565176857772023,-0.030933151431787653,0
2016-01-08,1922.030029296875,0.08083235199138561,-0.010682768538981424,-0.01695542600337996,0.005731134518599523,-0.028383178647645613,1
2016-01-11,1923.6700439453125,-0.1003332457925521,0.013145481889815347,-0.10426170971683923,0.050035800149753173,-0.0025212423456482114,1
2016-01-12,1938.6800537109375,-0.07530864120008185,-0.025949951100990076,-0.08306210502960232,0.003619809442003241,0.026050261968250776,0
2016-01-13,1890.280029296875,0.12238540649912721,-0.017126552513847204,0.2833996303614277,0.013737927530597549,-0.0246668229028405,1
2016-01-14,1921.8399658203125,-0.05035680352864047,0.01548889888005589,0.08874077684520754,-0.031155442804365774,-0.012661678173054636,0
2016-01-15,1880.3299560546875,0.12818369924959572,-0.030981914053399895,0.34905455083066306,0.060861200757571066,-0.020873526414467825,1
2016-01-19,1881.3299560546875,-0.0358993783963617,0.000983813805995437,-0.39896394111186084,0.03434097774466105,0.006723242663405404,0
2016-01-20,1859.3299560546875,0.05911711940998576,-0.025061482115268263,0.46763645973969026,0.044113336733022424,-0.06536305208966531,1
2016-01-21,1868.989990234375,-0.03262050067244582,0.017641172582007147,-0.31678798441307177,-0.03628702575378806,0.003973677228269024,1
2016-01-22,1906.9000244140625,-0.16298240143978016,0.014363567658207677,-0.1402303383154665,-0.08088036087703088,-0.0003934301601800083,0
2016-01-25,1877.0799560546875,0.08102056640911481,-0.012695323072875353,-0.22545146257476845,0.09664510976467655,-0.0031485344836371665,1
2016-01-26,1903.6300048828125,-0.06832296664983095,-0.013847732600485108,0.08180533045131733,-0.03707792457795556,0.017072465093088685,0
2016-01-27,1882.949951171875,0.027111138237847276,0.003510516363956384,0.3165478797023189,-0.01923287920582084,0.0007998784638485468,1
2016-01-28,1893.3599853515625,-0.029857226994124297,-0.007995958918130097,-0.2255628853031828,-0.06371453956065254,-0.04370003903294428,1
2016-01-29,1940.239990234375,-0.09901870231043552,-0.027204040119901074,0.4640546374517729,0.00904958909460385,0.03182076989726457,0
2016-02-01,1939.3800048828125,-0.010891149128407829,0.01812530643454835,-0.35371656106774685,0.08084829936698013,-0.00039310679563653306,0
2016-02-02,1903.030029296875,0.10010010239350309,-0.051881993957920036,0.3417812226226944,0.052898414644382497,0.016206340403480235,1
2016-02-03,1912.530029296875,-0.015013645613228266,0.00912021432091148,0.12318906865448942,-0.07259407401128948,-0.054105411786531166,1
2016-02-04,1915.449951171875,0.008776006346669751,-0.009037787759557436,-0.31953930386447726,0.03649667487682917,-0.06296493868412434,0
2016-02-05,1880.050048828125,0.07051277460711147,-0.008583644600263507,0.2956781178197372,0.039769135013434376,-0.021512137667086595,0
2016-02-08,1853.43994140625,0.11206163102135425,-0.06114720360043013,0.059397649073529735,0.045113809048796805,-0.05701813493160235,0
2016-02-09,1852.2099609375,0.020769265981820828,-0.003458237413371479,-0.03661943739436846,0.05391495791914447,-0.017593356652750858,0
2016-02-10,1851.8599853515625,-0.009419743458024432,-0.013880815391553614,-0.19672857916321385,0.035600178941405325,0.006772171711223907,0
2016-02-11,1829.0799560546875,0.07036890109153449,-0.03577711904644876,0.4779896109749342,0.03628314424681145,0.020209053313983816,1
2016-02-12,1864.780029296875,-0.09737028537840331,0.06326032175485352,-0.41736035376786795,-0.046455734143168836,0.01980873748212475,1
2016-02-16,1895.5799560546875,-0.05078736328947053,0.017162454775658365,-0.057835627944001655,-0.027997544789663986,0.09944681652670173,1
2016-02-17,1926.8199462890625,-0.07465786390881946,0.023059622412285208,0.13104954898391452,-0.047675490023385225,0.00337122864970385,0
2016-02-18,1917.8299560546875,-0.030031380203156988,-0.03298519065425387,-0.24753050338395477,0.038527176216544445,-0.006719726212189969,0
2016-02-19,1917.780029296875,-0.05129384169640505,-0.006253506728751246,0.12164974644088988,0.006786045514702188,-0.03166411182819062,1
2016-02-22,1945.5,-0.05601565939678543,0.010297486504901698,-0.09715487878180729,-0.0574609800292426,0.06755266554708506,0
2016-02-23,1921.27001953125,0.08255936278412279,-0.01189129517043086,0.07540503066857207,0.0664468506309317,-0.013851313785294694,1
